areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByPublishDate
K02000001,United Kingdom,overview,2021-04-18,32932448
K02000001,United Kingdom,overview,2021-04-17,32849223
K02000001,United Kingdom,overview,2021-04-16,32709778
K02000001,United Kingdom,overview,2021-04-15,32574221
K02000001,United Kingdom,overview,2021-04-14,32444439
K02000001,United Kingdom,overview,2021-04-13,32326604
K02000001,United Kingdom,overview,2021-04-12,32250481
K02000001,United Kingdom,overview,2021-04-11,32190576
K02000001,United Kingdom,overview,2021-04-10,32121353
K02000001,United Kingdom,overview,2021-04-09,32010244
K02000001,United Kingdom,overview,2021-04-08,31903366
K02000001,United Kingdom,overview,2021-04-07,31807124
K02000001,United Kingdom,overview,2021-04-06,31707594
K02000001,United Kingdom,overview,2021-04-05,31622367
K02000001,United Kingdom,overview,2021-04-04,31581623
K02000001,United Kingdom,overview,2021-04-03,31533568
K02000001,United Kingdom,overview,2021-04-02,31425682
K02000001,United Kingdom,overview,2021-04-01,31318262
K02000001,United Kingdom,overview,2021-03-31,31147444
K02000001,United Kingdom,overview,2021-03-30,30908010
K02000001,United Kingdom,overview,2021-03-29,30682093
K02000001,United Kingdom,overview,2021-03-28,30445284
K02000001,United Kingdom,overview,2021-03-27,30151736
K02000001,United Kingdom,overview,2021-03-26,29727435
K02000001,United Kingdom,overview,2021-03-25,29316130
K02000001,United Kingdom,overview,2021-03-24,28991188
K02000001,United Kingdom,overview,2021-03-23,28653523
K02000001,United Kingdom,overview,2021-03-22,28327873
K02000001,United Kingdom,overview,2021-03-21,27997976
K02000001,United Kingdom,overview,2021-03-20,27630970
K02000001,United Kingdom,overview,2021-03-19,26878662
K02000001,United Kingdom,overview,2021-03-18,26263732
K02000001,United Kingdom,overview,2021-03-17,25735472
K02000001,United Kingdom,overview,2021-03-16,25273226
K02000001,United Kingdom,overview,2021-03-15,24839906
K02000001,United Kingdom,overview,2021-03-14,24453221
K02000001,United Kingdom,overview,2021-03-13,24196211
K02000001,United Kingdom,overview,2021-03-12,23684103
K02000001,United Kingdom,overview,2021-03-11,23314525
K02000001,United Kingdom,overview,2021-03-10,23053716
K02000001,United Kingdom,overview,2021-03-09,22809829
K02000001,United Kingdom,overview,2021-03-08,22592528
K02000001,United Kingdom,overview,2021-03-07,22377255
K02000001,United Kingdom,overview,2021-03-06,22213112
K02000001,United Kingdom,overview,2021-03-05,21796278
K02000001,United Kingdom,overview,2021-03-04,21358815
K02000001,United Kingdom,overview,2021-03-03,20982571
K02000001,United Kingdom,overview,2021-03-02,20703615
K02000001,United Kingdom,overview,2021-03-01,20478619
K02000001,United Kingdom,overview,2021-02-28,20275451
K02000001,United Kingdom,overview,2021-02-27,20089551
K02000001,United Kingdom,overview,2021-02-26,19682048
K02000001,United Kingdom,overview,2021-02-25,19177555
K02000001,United Kingdom,overview,2021-02-24,18691835
K02000001,United Kingdom,overview,2021-02-23,18242873
K02000001,United Kingdom,overview,2021-02-22,17916181
K02000001,United Kingdom,overview,2021-02-21,17723840
K02000001,United Kingdom,overview,2021-02-20,17582121
K02000001,United Kingdom,overview,2021-02-19,17247442
K02000001,United Kingdom,overview,2021-02-18,16875536
K02000001,United Kingdom,overview,2021-02-17,16423082
K02000001,United Kingdom,overview,2021-02-16,15940972
K02000001,United Kingdom,overview,2021-02-15,15576107
K02000001,United Kingdom,overview,2021-02-14,15300151
K02000001,United Kingdom,overview,2021-02-13,15062189
K02000001,United Kingdom,overview,2021-02-12,14556827
K02000001,United Kingdom,overview,2021-02-11,14012224
K02000001,United Kingdom,overview,2021-02-10,13509108
K02000001,United Kingdom,overview,2021-02-09,13058298
K02000001,United Kingdom,overview,2021-02-08,12646486
K02000001,United Kingdom,overview,2021-02-07,12294006
K02000001,United Kingdom,overview,2021-02-06,12015018
K02000001,United Kingdom,overview,2021-02-05,11465210
K02000001,United Kingdom,overview,2021-02-04,10971047
K02000001,United Kingdom,overview,2021-02-03,10490487
K02000001,United Kingdom,overview,2021-02-02,10021471
K02000001,United Kingdom,overview,2021-02-01,9646715
K02000001,United Kingdom,overview,2021-01-31,9296367
K02000001,United Kingdom,overview,2021-01-30,8977329
K02000001,United Kingdom,overview,2021-01-29,8378940
K02000001,United Kingdom,overview,2021-01-28,7891184
K02000001,United Kingdom,overview,2021-01-27,7476765
K02000001,United Kingdom,overview,2021-01-26,7164387
K02000001,United Kingdom,overview,2021-01-25,6853327
K02000001,United Kingdom,overview,2021-01-24,6573570
K02000001,United Kingdom,overview,2021-01-23,6353321
K02000001,United Kingdom,overview,2021-01-22,5861351
K02000001,United Kingdom,overview,2021-01-21,5383103
K02000001,United Kingdom,overview,2021-01-20,4973248
K02000001,United Kingdom,overview,2021-01-19,4609740
K02000001,United Kingdom,overview,2021-01-18,4266577
K02000001,United Kingdom,overview,2021-01-17,4062501
K02000001,United Kingdom,overview,2021-01-16,3872394
K02000001,United Kingdom,overview,2021-01-15,3576263
K02000001,United Kingdom,overview,2021-01-14,3234946
K02000001,United Kingdom,overview,2021-01-13,2918252
K02000001,United Kingdom,overview,2021-01-12,2639309
K02000001,United Kingdom,overview,2021-01-11,2431648
K02000001,United Kingdom,overview,2021-01-10,2286572
